country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year,month
Ecuador,30.22588178,52.12025286,248360,2274,5.703031801,-0.508597851,0.147482798,97.194929,13.2,1276.230258,37085.1,71955.86528,62.344512,5.10172181,5.468423368,4.607157545,0.332359999,51.20181838,15.53662303,25.60454474,-0.474284679,0.20936498,0.574535906,96,21.8675,63.41375,35.13514645,2.76,2.945452865,87924544000,-0.57030648,0.221984327,-1.063925147,0.148603559,-0.943592429,0.200557947,4.643070221,3.43776512,37.83,46.1,21.004,4.793,76.062,15483883,5730895,-0.296114117,0.113129511,12.41290702,2012,1
Ecuador,22.04461266,51.7836286,248360,2274,5.775548051,-0.740625322,0.147862747,98.976067,12.18,1375.862154,41801.2,76784.74275,64.25347882,3.589220166,5.468423368,4.607157545,0.442660004,51.20181838,14.15732649,33.65169594,-0.384382159,0.236630782,0.574535906,96,21.8675,63.41375,45.59039067,2.710986,2.739230809,1.01726E+11,-0.018533209,0.201554611,-0.97051096,0.169712737,-0.920283794,0.209730789,5.260990143,4.11469746,37.37,45,19.339,4.752,76.622,15957994,5862807,-0.202451646,0.127510503,8.209051839,2014,1
Ecuador,22.2096956,51.3565389,248360,2274,6.332892735,-0.680526972,0.143909767,98.7,14.75,1331.112025,39791.7,74097.77605,66.19256321,1.728264633,5.468423368,4.607157545,0.730717461,51.20181838,14.21201042,34.26002441,-0.383266449,0.209278926,0.574535906,96,21.8675,70.87291667,54.06292473,2.779081,2.5147668,99937696000,-0.091710433,0.206087306,-0.648918271,0.170180321,-0.958474398,0.207080424,4.362748146,4.41607189,35.1,45,18.224,4.86,76.763,16439585,5994859,-0.247136489,0.125404328,5.83348059,2016,1
Ecuador,21.9358995,50.83898373,248360,2274,6.679730837,-0.629149854,0.131306872,98.7,16.33,1331.112025,40273.2,73972.27038,68.51212756,-0.224103246,5.468423368,4.607157545,0.730717461,51.20181838,14.2815135,33.69900632,-0.317857921,0.212409139,0.59621954,96,21.8675,73.41375,57.5,2.88,2.351887153,1.07562E+11,-0.094810791,0.212307975,-0.663210571,0.151583955,-0.886888802,0.199100927,4.621455193,4.92990112,37.86,45.4,17.658,4.911,77.094,17015672,6156100,0.0011285,0.128005251,5.841673659,2018,1
"Egypt, Arab Rep.",3.55417148,0.06400221,995450,18.1,26.28516622,-0.737870097,0.17222169,98.433815,6.05,1355.493646,183395.7,270581.1905,82.59456025,9.318969058,-0.077628595,4.97275,0.255100012,85.78853383,15.34985231,29.33523093,-0.374726385,0.219317064,0.574535906,96,80.1,63.41375,16.03,2.37,2.379634675,1.30438E+11,-0.552382112,0.244294539,-0.246213481,0.161018908,-0.317137003,0.206279173,3.68460989,1.56855941,24.8,35.7,26.16,6.128,69.128,82218755,46800560,-1.167745471,0.111849181,0.827061898,2007,1
"Egypt, Arab Rep.",3.687779396,0.065940027,995450,18.1,17.59249934,-0.596871853,0.168330595,99.35715485,5.37,1494.915676,200313.3,289376.1877,87.65122608,11.26518827,0.818721618,1.36475,0.433450013,51.20181838,14.13007625,28.86025195,-0.321309954,0.215132147,0.478853047,96,21.8675,63.41375,21.6,2.61,1.952967042,2.18984E+11,-0.898418307,0.243547097,-0.17486386,0.154419869,-0.147598043,0.191954479,3.542651892,1.36768734,24.8,30.2,27.16,6.018,69.664,87252413,49717297,-1.188037038,0.109907657,2.107678087,2010,1
"Egypt, Arab Rep.",3.712893666,0.059020543,995450,18.1,13.69219562,-0.57966435,0.1414527,99.7,5.29,1596.464267,215000.9,307219.1231,91.65741725,7.111729433,-6.262719502,-1.606,0.50898999,51.20181838,12.38490476,28.68949663,-0.681878209,0.209196493,0.574535906,96,21.8675,63.41375,26.4,2.98,1.648175793,2.79117E+11,-1.436329722,0.221984327,-0.536399841,0.147209123,-0.385591775,0.181501135,3.368304729,1.35230196,24.8,28.3,27.978,5.91,70.085,91240376,52056284,-0.765063405,0.107736073,2.41888524,2012,1
"Egypt, Arab Rep.",3.73217138,0.05210106,995450,18.1,12.90830911,-0.575114548,0.137334794,99.8,5.38,1592.219894,219121.1,310051.0097,96.02925712,10.07021547,0.414129139,0.688666667,0.636489987,51.20181838,12.22014085,32.92062911,-0.715836346,0.199404538,0.574535906,96,21.8675,63.41375,33.89460391,2.965911,1.689694836,3.05595E+11,-1.631176591,0.196386188,-0.698362648,0.159254923,-0.687225044,0.19076474,4.251385689,1.48455393,24.8,35.7,28.416,5.823,70.415,95592324,54641528,-1.179934859,0.120045103,3.023255298,2014,1
"Egypt, Arab Rep.",3.750831684,0.045185594,995450,18.1,9.277205101,-0.59074223,0.148401082,100,5.07,1331.112025,235425.8,327455.6758,100.2401226,13.81360621,6.922011355,-0.652583333,0.70848,51.20181838,15.53662303,25.60454474,-0.53513819,0.199451283,0.574535906,96,31.9,75.93958333,41.24806709,3.184964,1.666605152,3.32442E+11,-1.43972683,0.209355682,-0.478956431,0.180159226,-0.89287591,0.195008636,4.138329983,1.65568376,24.8,35.7,25.913,5.662,70.844,99784030,57144318,-1.204557061,0.11956884,1.535315829,2016,1
El Salvador,59.90830116,31.00289575,20720,1784,16.91019442,-0.423062176,0.191412106,91.109558,28.24,891.1123865,7629,13369.6539,291.7051641,4.578085724,5.468423368,4.607157545,0.105599999,48.48237248,16.74489691,20.54227225,-0.259199172,0.223827094,0.574535906,96,21.8675,63.41375,6.11,2.66,0.973444825,17011750000,-0.007270731,0.26269111,-0.722936034,0.170303419,0.087128989,0.212069124,3.60984993,4.1049161,24.8,45.2,20.182,6.814,71.108,6044131,2249988,0.094508938,0.138072625,57.85777972,2007,1
El Salvador,59.35810811,30.35135135,20720,1784,14.08077963,-0.258609384,0.180147633,91.580238,32.62,866.8581169,6539.2,12188.34908,295.078861,1.179335769,5.468423368,4.607157545,0.078060001,57.49428662,15.81208071,24.14581156,-0.012319415,0.221109048,0.574535906,96,44.4,63.41375,15.9,2.67,1.089553727,18447920000,0.058842227,0.260473907,-0.865749896,0.162920162,0.337437302,0.202061042,4.048079967,4.37232924,24.8,43.5,19.428,6.758,71.848,6114034,2112276,0.071544565,0.117872722,65.2106232,2010,1
El Salvador,58.98648649,29.91698842,20720,1784,14.98528407,-0.412512779,0.145981163,93.680571,30.27,927.078733,6771.6,12254.75355,297.3595077,1.729734816,5.468423368,4.607157545,0.033969998,54.85233981,16.18243583,22.9022054,-0.134835929,0.20936498,0.574535906,96,21.8675,63.41375,20.32138772,2.6,1.048809627,21386150000,0.234583974,0.221984327,-0.728603363,0.148603559,0.22834833,0.200557947,3.712440014,4.45448637,24.8,41.8,19.151,7.038,71.831,6161289,2021704,-0.040193725,0.113129511,42.10157972,2012,1
El Salvador,58.6003861,29.48262548,20720,1784,16.74621916,-0.374780744,0.140371561,95.125416,23.95,949.9919962,6592.2,11777.42223,299.6875483,1.141344675,5.468423368,4.607157545,0.093769997,50.83795443,16.7087952,22.76971752,-0.024325095,0.217575982,0.574535906,96,21.8675,63.41375,24.76171215,2.960467,1.035254877,22593470000,-0.024590004,0.196386188,-0.469058067,0.162460268,0.222213238,0.206974745,3.824160099,4.68769121,40.5,41.6,18.809,7.168,71.746,6209526,1932777,0.152619869,0.127144143,63.14491129,2014,1
El Salvador,58.59555985,29.04826255,20720,1784,17.73450096,-0.555807173,0.143909767,96,20.71,1331.112025,7125.1,12171.42074,301.6655405,0.604049087,5.468423368,4.607157545,0.144930005,52.06565617,17.35477562,23.20790377,-0.343549311,0.209278926,0.574535906,96,30.9,66.03958333,28.99707305,2.705726,1.023502951,24191430000,-0.104568757,0.206087306,-0.757565737,0.170180321,-0.050619148,0.207080424,3.825239897,4.84736443,39.4,40,17.566,6.925,72.025,6250510,1843838,0.188971519,0.125404328,84.40911222,2016,1
El Salvador,57.70752896,28.61389961,20720,1784,18.35766991,-0.586034775,0.131306872,97,23.21,1331.112025,6844.9,11641.82258,302.9122587,1.090330006,5.468423368,4.607157545,0.165309995,52.21428201,18.12892354,24.72709385,-0.490081698,0.212409139,0.544985712,96,21.8675,68.10833333,43.8,2.58,1.132207279,26020850000,-0.389219522,0.212307975,-0.930241406,0.151583955,-0.016186897,0.199100927,3.605750084,4.54641724,33.8,38.6,16.536,6.938,72.555,6276342,1755932,0.029691502,0.128005251,53.31130352,2018,1
Estonia,21.57584336,54.42040576,42390,626,35.13672605,0.96780771,0.137225851,100,18.65,6277.411463,19765.8,22931.85794,31.62727058,6.601326031,5.468423368,4.607157545,1.05874002,4.229534012,20.22298918,29.22750064,1.00763607,0.208708152,0.574535906,96,21.8675,63.41375,66.19,2.95,1.657320236,22449129483,0.634109557,0.239249796,1.122275472,0.144061446,1.322783232,0.185299605,4.619909763,3.74054933,24.8,31.2,11.8,13,72.81463415,1340680,422596,1.073010921,0.137219772,7.161108913,2007,1
Estonia,22.38263741,55.10780845,42390,626,39.3965679,0.989536285,0.135711774,100,25.32,6506.318181,18500.4,21672.08663,31.41012031,2.97204512,5.468423368,4.607157545,1.578989983,7.897645108,19.82395754,37.87911936,1.076666474,0.215913206,0.725663781,96,21.8675,63.41375,74.1,3.16,1.700425622,19523477326,0.661366999,0.239330947,1.153129935,0.135176718,1.388202071,0.177897826,5.517789841,4.69232178,21.7,32,11.9,11.9,75.42926829,1331475,424820,1.105651736,0.134045854,5.257090501,2010,1
Estonia,22.55012975,55.90979004,42390,626,43.57066748,1.088298321,0.123361498,100,24.96,6689.367776,16989,20163.71941,31.20301958,3.933399873,5.468423368,4.607157545,2.12480998,13.55217445,19.95207595,34.11848243,0.945922077,0.208503187,0.574535906,96,21.8675,63.41375,78.38992593,2.86,1.897672784,23019150071,0.636465192,0.219665527,1.150941491,0.130108804,1.410284042,0.18164286,4.717720032,4.44167042,23.4,32.9,10.6,11.7,76.32682927,1322696,423607,1.111924648,0.123527609,4.763049622,2012,1
Estonia,22.40625719,55.30278353,43470,626,45.25157592,1.299008369,0.126321599,100,25.29,6732.367473,17594.9,20799.44491,30.24028065,-0.106175147,5.468423368,4.607157545,1.430230021,13.95485067,20.74737186,33.88628999,1.012017846,0.21989584,0.574535906,96,21.8675,63.41375,84.24152803,3.34592,1.925357386,26634083965,0.780257881,0.192247406,1.369988799,0.138548478,1.670609236,0.190162286,4.394330025,4.74082613,26,34.6,10.3,11.8,77.03414634,1314545,417118,1.170336008,0.129580751,3.118994984,2014,1
Estonia,23.07338394,55.69933287,43470,626,43.32987079,1.231135607,0.131558269,100,27.23,1331.112025,15907.2,18996.67903,30.2689211,0.148684908,5.468423368,4.607157545,1.243059993,14.07077738,21.77469007,36.29406228,1.055314779,0.208946407,0.574535906,96,21.8675,80.59458333,87.24023275,3.363489,2.069164366,24072829277,0.662796259,0.203295976,1.192749023,0.156169042,1.687963724,0.188440174,5.15763998,4.98726511,24.4,31.2,10.7,11.7,77.64146341,1315790,413645,1.208045721,0.126810566,2.50774075,2016,1
Estonia,23.04093567,57.03859649,42750,626,43.98455634,1.468725204,0.1304162,100,28.59,1331.112025,15716.9,18817.84752,30.9234386,3.436326884,5.468423368,4.607157545,1.409989953,13.45856977,20.95921299,35.62524024,1.150592685,0.210913703,0.774125278,96,21.8675,86.755,89.35700777,3.31,2.00908712,30624720196,0.580257714,0.208318025,1.203603506,0.139618278,1.544832945,0.197632849,5.239970207,4.94593143,24.4,30.3,10.9,11.9,78.24390244,1321977,411399,1.190116882,0.131775856,2.117766739,2018,1
Ethiopia,32.33083576,15.64130888,1128582.022,848,14.59131048,-0.608586848,0.139442876,29.01655197,93.24,56.1665231,8559,122116.4452,83.69022203,23.60041768,5.468423368,4.607157545,0.730717461,51.20181838,9.377594715,8.466379845,-0.45418036,0.180689096,0.574535906,96,21.8675,63.41375,2.9,2.24,0.868361507,43310721414,-1.564271331,0.221984327,-0.677317858,0.130386934,-1.050038218,0.171183646,5.56678009,1.06663179,24.8,35.7,34.845,8.119,61.543,94451280,77298928,-1.308907866,0.10971728,8.63196353,2012,1
Fiji,17.46579091,58.74329502,18270,2592,45.72502155,-0.159897983,0.295142114,92.40225983,27.95,1331.112025,1126.3,2262.550668,49.54400657,3.689012297,3.127572744,4.040897346,0.730717461,51.20181838,21.82256442,23.83504581,-0.91529572,0.381386101,0.574535906,96,21.8675,63.41375,20,2.24,1.605128941,3140166713,-0.190827519,0.320087254,-0.744324744,0.249384567,-0.564225972,0.305296302,4.138329983,2.18311381,24.8,35.7,22.664,7.113,67.328,905169,432933,-1.10635519,0.158747315,2.209530922,2010,1
Fiji,17.38916256,59.47411056,18270,2592,45.24172885,0.181172475,0.296368003,92.61576843,33.26,1331.112025,993.5,2137.228768,49.86639299,3.423375234,3.308231576,6.404001947,0.730717461,51.20181838,22.89257614,22.99444917,-1.049023747,0.354334503,0.574535906,96,21.8675,63.41375,33.74235675,2.42,1.490961694,3972028104,-0.067774832,0.282746524,-0.67112577,0.2443299,-0.587406158,0.331506014,4.46150589,1.91403711,24.8,35.7,21.925,7.212,67.552,911059,426412,-0.978677988,0.154909089,2.195247509,2012,1
Fiji,17.31253421,60.20492611,18270,2592,39.91224872,0.38520658,0.316561937,92.95378113,33.17,1331.112025,1213.6,1796.428168,50.11275315,0.519306475,-5.99464056,4.595280459,0.730717461,51.20181838,22.64375599,25.48091457,-0.40117541,0.371715426,0.574535906,96,21.8675,63.41375,37.4,2.545003,1.539773099,4857104791,0.553164601,0.238057718,-0.514017463,0.266792685,-0.256007999,0.340462357,3.769609213,2.0661068,24.8,35.7,21.683,7.584,67.376,915560,419180,-0.176620543,0.166990504,2.184455415,2014,1
Finland,7.546778914,73.34372061,304090,536,14.56354059,2.389477491,0.185476571,100,31.8,17160.86312,65102.7,79087.17353,17.39195633,2.510665652,5.468423368,4.607157545,3.337039948,51.20181838,21.06515139,32.64037376,1.968120813,0.223921821,0.574535906,96,21.8675,63.41375,80.78,3.82,1.287520506,2.56378E+11,1.488697052,0.256448686,1.89684999,0.173375621,1.548881292,0.232354,5.67125988,6.35544634,24.8,28.3,11.1,9.3,79.26341463,5288720,890197,1.460226774,0.159870148,2.439167816,2007,1
Finland,7.541625535,73.18854886,303900,536,19.37437411,2.151669741,0.17414248,100,33.43,16484.09428,62526.4,75320.42652,17.64841066,1.184135232,5.468423368,4.607157545,3.705319881,51.20181838,18.60127669,38.38303843,2.223886967,0.227385253,0.817361474,96,21.8675,63.41375,86.89,3.89,1.49175816,2.49424E+11,1.423606873,0.239330947,1.961252689,0.157016754,1.873101711,0.235530734,6.504449844,7.18045282,16.9,27.7,11.4,9.5,79.87073171,5363352,870472,1.486712694,0.146318108,2.200149666,2010,1
Finland,7.519497186,73.41077364,303890,536,21.70057678,2.226846695,0.147699594,100,38.72,15689.22331,49408.1,61976.2554,17.81556155,2.808336226,5.468423368,4.607157545,3.39831996,51.20181838,20.13559693,38.89731741,2.210311174,0.219052508,0.574535906,96,21.8675,63.41375,89.87999797,4.05,1.526584659,2.5829E+11,1.400765181,0.219665527,1.944033504,0.152665079,1.821589112,0.225645676,7.148039818,7.64987421,17.2,27.1,11,9.6,80.62682927,5413971,820704,1.60069716,0.133328661,1.643929187,2012,1
Finland,7.460265228,73.63059002,303890,536,20.58516046,2.159475803,0.130695611,100,41.25,15249.98938,46161.7,58686.81708,17.97200303,1.041196212,5.468423368,4.607157545,3.147510052,51.20181838,20.63152197,40.55254547,2.025861979,0.211063221,0.574535906,96,21.8675,63.41375,86.53039275,3.623035,1.451930187,2.74863E+11,1.282197237,0.192247406,2.124782085,0.16193755,1.877657652,0.228099748,7.102369785,7.78149414,17.3,26.8,10.5,9.6,81.1804878,5461512,809669,1.54194665,0.142199576,1.611296802,2014,1
Finland,7.485768813,73.73564542,303910,536,22.41346871,2.186052084,0.137088075,100,42.4,1331.112025,45700.3,57902.35336,18.08200783,0.356684501,5.468423368,4.607157545,2.724420071,51.20181838,20.81344992,39.58431026,1.842770815,0.208868816,0.574535906,96,21.8675,87.46125,87.70364996,3.920745,1.419652626,2.40771E+11,0.982591867,0.203295976,2.008164883,0.168872342,1.806552529,0.227201536,6.851530075,7.29918003,16.6,27.1,9.6,9.8,81.42926829,5495303,809183,1.531785488,0.141870707,1.34662513,2016,1
Finland,7.475651487,73.73321927,303920,536,24.36672079,2.171321154,0.135948211,100,44.3,1331.112025,44395.5,56199.93179,18.14795012,1.083820984,5.468423368,4.607157545,2.75748992,51.20181838,20.82437399,37.40865751,2.013872623,0.209096208,0.814484,96,21.8675,88.7475,88.88996,3.97,1.362534374,2.75708E+11,0.891700327,0.208318025,2.034647465,0.152301222,1.779110193,0.22204648,6.275579929,7.10539436,16.5,27.3,8.6,9.9,81.73414634,5515525,806259,1.588881493,0.123570561,1.559253161,2018,1
France,53.33892179,29.36625776,547557,867,13.76331952,1.456001759,0.165876508,100,9.46,7512.932678,363052.2,492867.6926,116.9225067,1.48799806,5.468423368,4.607157545,2.024509907,59.48742119,22.12201755,44.19515958,1.464574933,0.219155386,0.574535906,96,21.8675,63.41375,66.09,3.76,1.907528634,2.66059E+12,0.563000798,0.239249796,1.456374407,0.159137517,1.287566423,0.224799991,5.304528713,7.33408451,24.8,32.4,12.8,8.3,81.11219512,64021737,14327425,1.259766817,0.141107872,1.619126221,2007,1
France,52.82792476,29.98591927,547557,867,14.49084974,1.487756133,0.153291345,100,11.99,7734.361875,347940.1,472918.3176,118.7649414,1.531122704,5.468423368,4.607157545,2.178570032,80.30129971,21.95265949,49.32403627,1.462661028,0.218765646,0.756891847,96,21.8675,63.41375,77.28,3.84,1.969419353,2.64519E+12,0.681087554,0.239330947,1.499731541,0.15479517,1.310160756,0.235530734,5.658596039,7.9076767,19.2,33.7,12.9,8.5,81.66341463,65030575,14066764,1.202856541,0.143270001,1.274730594,2010,1
France,52.67908181,30.29054509,547557,867,16.27748501,1.471969485,0.136289701,100,12.35,7363.151181,338315.4,460350.4426,119.9185473,1.954195316,5.468423368,4.607157545,2.227070093,90.2797486,22.53074008,48.07192393,1.373381257,0.210567564,0.574535906,96,21.8675,63.41375,81.44,3.85,1.8710806,2.68367E+12,0.554941535,0.219665527,1.436932445,0.15071708,1.124174118,0.225645676,5.456467152,7.94105148,19.1,33.1,12.6,8.7,81.96829268,65662240,13869178,1.238105774,0.131551519,1.243035365,2012,1
France,52.536083,30.59517091,547557,867,18.40532457,1.288246036,0.131766394,100,13.19,6939.943525,306017.4,427859.1918,121.1053224,0.507758823,5.468423368,4.607157545,2.275919914,97.55438385,23.16141532,48.28941768,1.413544774,0.211063221,0.574535906,96,21.8675,63.41375,83.75,3.847305,1.862961439,2.85596E+12,0.300568491,0.192247406,1.453593969,0.16193755,1.074068427,0.228099748,5.512063026,8.11223507,18.5,32.3,12.4,8.4,82.7195122,66312067,13664265,1.218186021,0.140035927,1.245508405,2014,1
France,52.4475461,30.89979673,547557,867,20.05373172,1.328667521,0.135750815,100,14.25,1331.112025,313835.2,433665.791,121.857823,0.183334861,5.468423368,4.607157545,2.222379923,102.2620449,23.0648275,47.88192625,1.38138175,0.208868816,0.574535906,96,21.8675,84.88041667,79.26981132,3.900953,1.917282368,2.47296E+12,-0.106349595,0.203295976,1.35174191,0.168872342,1.058618426,0.227201536,5.419069767,8.61525917,18.2,31.9,11.8,8.9,82.57317073,66724104,13400202,1.136472464,0.140228122,1.217390681,2016,1
France,52.34176533,31.20442255,547557,867,20.64611127,1.281640649,0.134504512,100,15.21,1331.112025,306948.4,422400.0351,122.6508802,1.850815083,5.468423368,4.607157545,2.196660042,101.6221344,24.17084372,46.77320669,1.419796348,0.209096208,0.755960286,96,21.8675,86.82208333,82.04318678,3.84,1.843008723,2.79096E+12,0.0137935,0.208318025,1.396100879,0.152301222,1.147498608,0.22204648,5.407169819,8.49712181,17.4,32.4,11.3,9.1,82.67560976,67158348,13133487,1.157234788,0.122449711,1.082799845,2018,1
Georgia,35.40077709,40.61591596,69490,1026,22.32551955,0.012301577,0.143457994,100,39.15,2049.544524,5322.1,13087.03193,66.24960635,7.110178975,1.433684089,6.290919573,0.730717461,31.89225355,21.42739304,25.43305715,0.32738781,0.218270719,0.541148841,96,21.8675,63.41375,26.9,2.61,3.709632391,12243217071,-0.718320906,0.273786128,-0.20598498,0.135613412,0.586639822,0.156431839,2.803647995,1.93382823,24.8,39.5,15.109,12.347,72.128,3786695,1683754,-0.160913214,0.134920165,4.873813832,2010,1
Georgia,34.45100014,40.61591596,69490,1026,33.38006322,0.712996662,0.152022138,100,27.18,1331.112025,9813.6,17540.62774,65.21405578,2.134927139,9.746311452,4.234006944,0.285860002,40.26872419,23.50346021,29.24852104,0.421116173,0.22515665,0.574535906,96,21.8675,73.70833333,58.45928961,2.353013,2.081640315,15141598623,-0.320115089,0.214088663,0.336223185,0.167206436,0.861489713,0.200244546,3.593869925,2.93001461,24.8,36.6,15.471,12.411,73.569,3727505,1571628,0.295233637,0.126182705,1.034178266,2016,1
Georgia,34.16606706,40.61591596,69490,1026,38.28185888,0.724707186,0.145019874,99.9,27.37,1331.112025,9725.2,17135.15848,65.19733021,2.615244714,6.475863169,3.86925,0.280519992,38.88774288,22.43079503,24.12947259,0.518160224,0.236899644,0.609057724,96,21.8675,75.44625,62.7179082,2.44,1.897113157,17596922470,-0.447616845,0.219739929,0.270468593,0.146614209,1.031990647,0.212913603,3.52105999,2.80701351,24.8,36.4,14.395,12.963,73.341,3726549,1541599,0.228967398,0.130710661,2.359287707,2018,1
Germany,48.61330198,32.67416181,348670,700,13.81382295,1.726519346,0.166364983,100,10.47,7229.089913,783803,904886.8841,235.9433619,2.298344007,5.468423368,4.607157545,2.460479975,51.20181838,11.33404013,28.00208037,1.63131237,0.219155386,0.574535906,96,21.8675,63.41375,75.16,4.1,1.172471765,3.42558E+12,0.995823801,0.239249796,1.755590677,0.161500052,1.616165519,0.224799991,3.92246604,7.55503988,24.8,31.1,8.3,10.1,79.53414634,82266372,19432962,1.336478472,0.14903152,1.093813872,2007,1
